node_num_list,all_real_labels_list,all_eval_label_list
100,"[89.51217651367188, 88.91004943847656, 84.68778228759766, 84.66227722167969, 85.27114868164062, 83.66349029541016, 83.3189468383789, 85.95592498779297, 88.54105377197266, 85.40475463867188, 85.03791046142578, 82.02694702148438, 86.17315673828125, 83.33023834228516, 81.15103149414062, 86.17315673828125, 86.17315673828125, 86.17315673828125, 82.02694702148438, 85.97319793701172, 86.17315673828125, 86.17315673828125, 85.97319793701172, 81.83320617675781, 81.37732696533203, 81.83320617675781, 83.05941009521484, 85.97319793701172, 86.17315673828125, 81.83320617675781, 81.83320617675781, 86.17315673828125, 83.33023834228516, 86.17315673828125, 86.17315673828125, 86.17315673828125, 86.17315673828125, 82.81661224365234, 81.83320617675781, 83.33023834228516, 85.97319793701172, 81.83320617675781, 82.02694702148438, 85.97319793701172, 82.81661224365234, 82.02694702148438, 86.23773956298828]","[290.5956726074219, 206.45855712890625, 226.57940673828125, 223.82745361328125, 184.29261779785156, 173.8299102783203, 182.34361267089844, 175.25204467773438, 193.00848388671875, 171.87188720703125, 214.65713500976562, 197.74008178710938, 225.47019958496094, 171.0940704345703, 153.0589599609375, 225.47019958496094, 225.47019958496094, 225.47019958496094, 197.74008178710938, 175.00625610351562, 225.47019958496094, 225.47019958496094, 175.00625610351562, 181.09356689453125, 155.21066284179688, 181.09356689453125, 162.5460205078125, 175.00625610351562, 225.47019958496094, 181.09356689453125, 181.09356689453125, 225.47019958496094, 171.0940704345703, 225.47019958496094, 225.47019958496094, 225.47019958496094, 225.47019958496094, 187.11245727539062, 181.09356689453125, 171.0940704345703, 175.00625610351562, 181.09356689453125, 197.74008178710938, 175.00625610351562, 187.11245727539062, 197.74008178710938, 203.93731689453125]"
101,"[96.12928009033203, 97.65833282470703, 94.71698760986328, 97.66304016113281, 91.72903442382812, 94.79463195800781, 92.58447265625, 92.66371154785156, 92.94538879394531, 89.05015563964844, 91.69816589355469, 97.92664337158203, 89.05015563964844, 92.43111419677734, 90.23416137695312, 89.05015563964844, 90.47987365722656, 94.79463195800781, 92.66371154785156, 91.69816589355469, 92.66371154785156, 92.66371154785156, 92.66371154785156, 92.66371154785156, 92.66371154785156, 92.66371154785156, 90.47987365722656, 92.66371154785156, 94.79463195800781, 92.66371154785156, 94.9001235961914, 90.30734252929688, 92.66371154785156, 94.79463195800781, 91.69816589355469, 94.9001235961914, 91.69816589355469, 94.9001235961914, 91.69816589355469, 94.9001235961914, 89.05015563964844, 91.69816589355469, 92.66371154785156, 92.66371154785156, 91.69816589355469, 90.47987365722656, 92.66371154785156, 94.79463195800781, 92.66371154785156]","[304.65338134765625, 228.0095977783203, 210.08526611328125, 195.34234619140625, 199.7291717529297, 199.72564697265625, 181.52084350585938, 233.92800903320312, 176.98699951171875, 178.18536376953125, 189.74069213867188, 223.25149536132812, 173.5126953125, 193.2359161376953, 176.80921936035156, 173.5126953125, 178.9688720703125, 188.53311157226562, 231.40829467773438, 181.79043579101562, 231.40829467773438, 231.40829467773438, 231.40829467773438, 231.40829467773438, 231.40829467773438, 231.40829467773438, 178.9688720703125, 231.40829467773438, 188.53311157226562, 231.40829467773438, 188.53182983398438, 196.4460906982422, 231.40829467773438, 188.53311157226562, 181.79043579101562, 188.53182983398438, 181.79043579101562, 188.53182983398438, 181.7904510498047, 188.53182983398438, 173.5126953125, 181.79043579101562, 231.40829467773438, 231.40829467773438, 181.79043579101562, 178.9688720703125, 231.40829467773438, 188.53311157226562, 231.40829467773438]"
102,"[92.9029312133789, 96.44966888427734, 96.69889068603516, 92.05086517333984, 93.19915771484375, 87.88114929199219, 96.14830780029297, 89.93470764160156, 88.32703399658203, 89.63174438476562, 88.82477569580078, 91.87997436523438, 89.3072509765625, 88.98981475830078, 89.43524932861328, 87.58387756347656, 88.98981475830078, 93.81944274902344, 93.54479217529297, 96.6384048461914, 89.43524932861328, 85.43543243408203, 89.43524932861328, 88.98981475830078, 93.54479217529297, 89.43524932861328, 93.74421691894531, 89.43524932861328, 93.81944274902344, 93.54479217529297, 88.98981475830078, 93.81944274902344, 89.43524932861328, 87.17227935791016, 89.43524932861328, 85.43543243408203, 93.81944274902344, 88.98981475830078, 89.43524932861328, 86.0589599609375, 88.98981475830078, 93.81944274902344, 87.49457550048828, 93.54479217529297, 89.43524932861328, 89.43524932861328, 89.39420318603516, 89.43524932861328, 89.43524932861328, 88.98981475830078]","[302.197509765625, 218.5467529296875, 214.99072265625, 232.8462677001953, 182.24363708496094, 195.4322509765625, 186.92474365234375, 180.28260803222656, 174.39682006835938, 193.6736602783203, 204.05255126953125, 177.05133056640625, 193.67364501953125, 203.9644012451172, 231.93736267089844, 173.9951171875, 203.9644012451172, 195.2243194580078, 177.61122131347656, 216.12185668945312, 231.93736267089844, 152.98631286621094, 231.93736267089844, 203.9644012451172, 177.61122131347656, 231.93734741210938, 179.3458251953125, 231.93736267089844, 195.2243194580078, 177.61122131347656, 203.9644012451172, 195.2243194580078, 231.93736267089844, 196.4942169189453, 231.93736267089844, 152.98631286621094, 195.2243194580078, 203.9644012451172, 231.93734741210938, 148.40219116210938, 203.9644012451172, 195.2243194580078, 196.4942169189453, 177.61122131347656, 231.93736267089844, 231.93736267089844, 150.7142791748047, 231.93736267089844, 231.93734741210938, 203.9644012451172]"
103,"[101.76908874511719, 106.05841064453125, 101.5736312866211, 102.10144805908203, 98.74226379394531, 102.12531280517578, 100.0586929321289, 97.16524505615234, 99.16587829589844, 98.28941345214844, 104.91597747802734, 98.28941345214844, 99.18484497070312, 99.66816711425781, 98.28941345214844, 99.18484497070312, 100.66299438476562, 106.08709716796875, 99.18484497070312, 103.07034301757812, 98.28941345214844, 103.07034301757812, 98.28941345214844, 98.28941345214844, 98.28941345214844, 98.28941345214844, 98.28941345214844, 98.28941345214844, 99.18484497070312, 98.28941345214844, 98.4770278930664, 98.28941345214844, 99.18484497070312, 96.12808227539062, 98.28941345214844, 94.81458282470703, 103.07034301757812, 96.12808227539062, 98.4770278930664, 98.24534606933594, 97.76986694335938, 96.88367462158203, 98.4770278930664, 103.07034301757812, 98.28941345214844, 98.28941345214844, 98.4770278930664, 98.4770278930664, 98.28941345214844, 98.4770278930664, 98.28941345214844]","[312.1073303222656, 225.78451538085938, 208.61410522460938, 202.2372283935547, 190.02981567382812, 178.725830078125, 176.34768676757812, 185.04827880859375, 172.7422332763672, 231.59266662597656, 200.07029724121094, 231.59266662597656, 186.17820739746094, 170.47518920898438, 229.0569610595703, 183.88539123535156, 171.0276641845703, 221.93072509765625, 183.88539123535156, 190.81129455566406, 229.0569610595703, 190.81129455566406, 229.0569610595703, 229.0569610595703, 229.0569610595703, 229.0569610595703, 229.0569610595703, 229.0569610595703, 183.88539123535156, 229.0569610595703, 178.60218811035156, 229.0569610595703, 183.88539123535156, 183.89108276367188, 229.0569610595703, 167.77125549316406, 190.81129455566406, 183.89108276367188, 178.60218811035156, 148.1375274658203, 163.33935546875, 163.65049743652344, 178.60218811035156, 190.81129455566406, 229.0569610595703, 229.0569610595703, 178.60218811035156, 178.60218811035156, 229.0569610595703, 178.60220336914062, 229.0569610595703]"
104,"[94.79588317871094, 99.27117156982422, 95.40971374511719, 95.96470642089844, 94.42559814453125, 93.3169174194336, 92.99263000488281, 90.30884552001953, 92.33868408203125, 98.05268859863281, 93.31009674072266, 90.62761688232422, 92.31111145019531, 90.62761688232422, 91.42008209228516, 93.31009674072266, 96.52014923095703, 91.42008209228516, 90.66449737548828, 96.52014923095703, 91.42008209228516, 89.8709716796875, 92.31999206542969, 92.31999206542969, 90.66449737548828, 91.42008209228516, 93.31009674072266, 91.42008209228516, 96.52014923095703, 92.31999206542969, 90.62761688232422, 91.42008209228516, 92.31999206542969, 91.42008209228516, 92.31999206542969, 91.42008209228516, 92.31999206542969, 91.42008209228516, 95.56350708007812, 88.13228607177734, 92.31999206542969, 89.8709716796875, 90.62761688232422, 91.42008209228516, 91.42008209228516, 92.31999206542969, 93.31009674072266, 89.99931335449219, 91.42008209228516, 91.42008209228516]","[301.5893249511719, 214.51797485351562, 204.56117248535156, 219.00982666015625, 186.12889099121094, 186.96304321289062, 172.20220947265625, 179.36538696289062, 177.64857482910156, 201.28594970703125, 186.70953369140625, 165.13890075683594, 176.7123260498047, 163.36129760742188, 232.1662139892578, 181.6582489013672, 191.65570068359375, 232.1662139892578, 163.26889038085938, 191.65570068359375, 232.1662139892578, 180.0985107421875, 179.20431518554688, 179.20431518554688, 163.26889038085938, 232.1662139892578, 181.6582489013672, 232.1662139892578, 191.65570068359375, 179.20431518554688, 163.36129760742188, 232.1662139892578, 179.20431518554688, 232.1662139892578, 179.20431518554688, 232.1662139892578, 179.20431518554688, 232.1662139892578, 217.2767333984375, 149.49465942382812, 179.20431518554688, 180.0985107421875, 163.36129760742188, 232.1662139892578, 232.1662139892578, 179.20431518554688, 181.6582489013672, 148.43711853027344, 232.1662139892578, 232.1662139892578]"
105,"[90.13339233398438, 90.3604965209961, 91.83999633789062, 87.69053649902344, 84.39517211914062, 91.53358459472656, 84.03846740722656, 90.77935028076172, 85.73526000976562, 82.90325927734375, 84.79698944091797, 81.5564193725586, 86.91496276855469, 88.72124481201172, 91.03594207763672, 86.91496276855469, 88.72124481201172, 89.03831481933594, 81.86235046386719, 84.5480728149414, 86.91496276855469, 81.5564193725586, 84.5480728149414, 88.72124481201172, 88.41824340820312, 84.5480728149414, 81.86235046386719, 88.72124481201172, 84.5480728149414, 84.5480728149414, 86.91496276855469, 80.52587890625, 82.71604919433594, 83.2315673828125, 88.72124481201172, 86.91496276855469, 88.72124481201172, 88.72124481201172, 81.5564193725586, 87.92362976074219, 89.03831481933594, 84.5480728149414, 86.91496276855469, 80.52587890625, 84.5480728149414, 86.91496276855469, 86.91496276855469, 88.72124481201172, 83.2315673828125, 86.91496276855469]","[308.3370056152344, 230.92982482910156, 223.71047973632812, 225.3376007080078, 180.97926330566406, 185.29701232910156, 174.3377685546875, 203.06137084960938, 182.38961791992188, 166.46673583984375, 182.99676513671875, 166.4798583984375, 244.47125244140625, 185.34600830078125, 200.3170623779297, 244.47125244140625, 185.34600830078125, 189.6465606689453, 156.4458465576172, 194.19349670410156, 244.47125244140625, 166.4798583984375, 194.19349670410156, 185.34600830078125, 209.99656677246094, 194.19349670410156, 156.4458465576172, 185.34600830078125, 194.19349670410156, 194.19349670410156, 244.47125244140625, 153.27236938476562, 177.09286499023438, 185.52517700195312, 185.34600830078125, 244.47125244140625, 185.34600830078125, 185.34600830078125, 166.47982788085938, 185.34429931640625, 189.6465606689453, 194.19349670410156, 244.47125244140625, 153.27236938476562, 194.19349670410156, 244.47125244140625, 244.47125244140625, 185.34600830078125, 185.52517700195312, 244.4712677001953]"
106,"[102.98638916015625, 100.38658905029297, 96.83848571777344, 98.20311737060547, 97.38465118408203, 97.15786743164062, 99.48821258544922, 99.0946273803711, 95.18057250976562, 99.63806915283203, 98.45316314697266, 95.18057250976562, 94.0301513671875, 97.28971862792969, 97.13639068603516, 97.28971862792969, 96.75745391845703, 95.18057250976562, 99.63806915283203, 95.18057250976562, 96.74517059326172, 99.63806915283203, 99.62857818603516, 94.0301513671875, 95.18057250976562, 99.63806915283203, 99.63806915283203, 96.75745391845703, 95.18057250976562, 94.9111328125, 97.28971862792969, 99.63806915283203, 99.63806915283203, 96.74517059326172, 94.0301513671875, 99.63806915283203, 96.74517059326172, 97.28971862792969, 94.0301513671875, 95.18057250976562, 94.0301513671875, 94.98070526123047, 99.63806915283203, 97.28971862792969, 96.74517059326172, 99.63806915283203, 97.28971862792969, 94.9111328125, 95.18057250976562, 97.28971862792969, 99.63806915283203]","[308.3088073730469, 235.3291778564453, 215.2799530029297, 219.4227752685547, 204.61618041992188, 182.1901397705078, 178.85165405273438, 183.8656768798828, 191.4808349609375, 242.4384307861328, 209.93299865722656, 183.20761108398438, 179.02792358398438, 185.80905151367188, 195.77081298828125, 185.80905151367188, 187.97781372070312, 183.20761108398438, 239.9039764404297, 183.20761108398438, 184.6425018310547, 239.9039764404297, 223.7579803466797, 179.02793884277344, 183.20761108398438, 239.90399169921875, 239.9039764404297, 187.97781372070312, 183.20761108398438, 159.39617919921875, 185.80905151367188, 239.9039764404297, 239.9039764404297, 184.6425018310547, 179.02793884277344, 239.9039764404297, 184.6425018310547, 185.80905151367188, 179.02792358398438, 183.20761108398438, 179.02793884277344, 179.8238983154297, 239.9039764404297, 185.80905151367188, 184.6425018310547, 239.9039764404297, 185.80905151367188, 159.39617919921875, 183.20761108398438, 185.80905151367188, 239.9039764404297]"
107,"[104.1811752319336, 98.12268829345703, 98.1612777709961, 99.74664306640625, 96.21491241455078, 97.22825622558594, 100.95147705078125, 96.63920593261719, 99.65364837646484, 100.72669982910156, 94.41796112060547, 100.72669982910156, 95.42778015136719, 93.38560485839844, 98.50733947753906, 96.63920593261719, 96.63920593261719, 95.2789535522461, 95.2789535522461, 98.53495788574219, 96.63920593261719, 100.72669982910156, 100.72669982910156, 100.72669982910156, 92.15752410888672, 96.63920593261719, 100.72669982910156, 93.38560485839844, 100.72669982910156, 94.85428619384766, 95.42778015136719, 100.72669982910156, 95.2789535522461, 95.2789535522461, 95.2789535522461, 94.85428619384766, 95.42778015136719, 98.74087524414062, 95.2789535522461, 96.63920593261719, 93.38560485839844, 100.72669982910156, 96.63920593261719, 96.63920593261719, 100.72669982910156, 100.72669982910156, 100.71402740478516, 93.38560485839844, 100.72669982910156, 100.72669982910156]","[322.4411315917969, 223.818115234375, 224.11373901367188, 247.6725311279297, 186.3915252685547, 178.41143798828125, 202.39259338378906, 199.12342834472656, 230.2043914794922, 237.82711791992188, 171.40150451660156, 237.82711791992188, 188.06314086914062, 172.09349060058594, 225.09742736816406, 196.6857452392578, 196.6857452392578, 178.3060302734375, 178.3060302734375, 218.50521850585938, 196.6857452392578, 237.82711791992188, 237.82711791992188, 237.82711791992188, 157.1739959716797, 196.6857452392578, 237.82711791992188, 172.09349060058594, 237.82711791992188, 174.47215270996094, 188.06314086914062, 237.82711791992188, 178.3060302734375, 178.3060302734375, 178.3060302734375, 174.47215270996094, 188.06314086914062, 209.88381958007812, 178.30604553222656, 196.6857452392578, 172.09349060058594, 237.82711791992188, 196.6857452392578, 196.6857452392578, 237.82711791992188, 237.82711791992188, 237.82711791992188, 172.09349060058594, 237.82711791992188, 237.82711791992188]"
108,"[107.52196502685547, 102.74171447753906, 100.48139953613281, 101.96930694580078, 99.65499114990234, 103.20829772949219, 101.83368682861328, 98.96826934814453, 101.23909759521484, 104.04959106445312, 97.95509338378906, 97.95509338378906, 102.81202697753906, 96.74315643310547, 99.9648666381836, 104.04959106445312, 98.9843521118164, 99.9648666381836, 104.04959106445312, 97.11699676513672, 104.04959106445312, 98.9843521118164, 104.04959106445312, 98.9843521118164, 98.9843521118164, 95.75160217285156, 97.11699676513672, 97.40570831298828, 99.9648666381836, 104.04959106445312, 100.55802154541016, 104.04959106445312, 100.55802154541016, 100.55802154541016, 104.04959106445312, 99.9648666381836, 97.40570831298828, 95.75160217285156, 98.9843521118164, 97.40570831298828, 97.40570831298828, 104.04959106445312, 104.04959106445312, 97.40570831298828, 104.04959106445312, 104.04959106445312, 104.04959106445312, 104.04959106445312, 97.11699676513672, 104.04959106445312, 99.00370788574219, 97.40570831298828]","[318.9714660644531, 212.00271606445312, 219.23880004882812, 234.01516723632812, 178.0346221923828, 187.1830596923828, 231.38746643066406, 179.57296752929688, 185.24900817871094, 241.46734619140625, 179.40701293945312, 177.6608428955078, 222.58030700683594, 171.14849853515625, 183.2251739501953, 238.9337158203125, 193.34579467773438, 181.19223022460938, 238.9337158203125, 169.57391357421875, 238.9337158203125, 193.34579467773438, 238.9337158203125, 193.34579467773438, 193.34579467773438, 171.23846435546875, 169.57391357421875, 193.10951232910156, 181.19223022460938, 238.9337158203125, 189.07070922851562, 238.9337158203125, 189.07070922851562, 189.07070922851562, 238.9337158203125, 181.19223022460938, 193.10951232910156, 168.61203002929688, 193.34579467773438, 193.10951232910156, 193.10951232910156, 238.9337158203125, 238.9337158203125, 193.10951232910156, 238.9337158203125, 238.9337158203125, 238.9337158203125, 238.9337158203125, 169.57391357421875, 238.9337158203125, 158.4700927734375, 193.10951232910156]"
109,"[99.28666687011719, 101.78541564941406, 102.1420669555664, 98.34642791748047, 95.90558624267578, 95.32463073730469, 95.83501434326172, 95.83501434326172, 93.34375762939453, 98.35865020751953, 95.99920654296875, 98.9526138305664, 99.24339294433594, 95.34317016601562, 93.28846740722656, 93.52674865722656, 98.9526138305664, 98.9526138305664, 95.88320922851562, 95.34317016601562, 92.64161682128906, 95.88320922851562, 101.9997787475586, 95.34317016601562, 95.88320922851562, 93.34375762939453, 95.88320922851562, 95.88320922851562, 93.34375762939453, 98.9526138305664, 93.52674865722656, 93.34375762939453, 98.9526138305664, 95.88320922851562, 92.64161682128906, 98.9526138305664, 95.34317016601562, 95.88320922851562, 95.34317016601562, 98.9526138305664, 98.9526138305664, 93.34375762939453, 92.64161682128906, 95.88320922851562, 95.88320922851562, 95.88320922851562, 93.34375762939453, 95.88320922851562, 99.24339294433594, 95.88320922851562, 98.9526138305664, 91.07353973388672]","[309.8243713378906, 228.9071807861328, 246.31295776367188, 206.60955810546875, 180.08567810058594, 173.7299346923828, 184.92315673828125, 179.80743408203125, 194.69775390625, 190.60653686523438, 191.8596954345703, 206.9962158203125, 202.16281127929688, 182.2692108154297, 166.6981964111328, 171.74288940429688, 204.5198516845703, 204.5198516845703, 240.84007263183594, 182.2692108154297, 162.8670196533203, 240.84007263183594, 236.4642333984375, 182.2692108154297, 240.84007263183594, 186.68853759765625, 240.84007263183594, 240.84007263183594, 186.68853759765625, 204.5198516845703, 171.74288940429688, 182.07713317871094, 204.5198516845703, 240.84007263183594, 162.8670196533203, 204.5198516845703, 182.2692108154297, 240.84007263183594, 182.2692108154297, 204.5198516845703, 204.5198516845703, 182.07713317871094, 162.8670196533203, 240.84007263183594, 240.84007263183594, 240.84007263183594, 182.07713317871094, 240.84007263183594, 202.16281127929688, 240.84007263183594, 204.5198516845703, 150.75096130371094]"
